parameter_id,parameter_name,material_or_system,value,status,unit,source_title,source_url_or_doi,evidence_type,notes
P332,panchal2020_Li2TiO3_bed_packing_fraction,Li2TiO3 transient hot-wire bed,0.63,extracted,dimensionless,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_experimental_condition,"Abstract and Section 2.3 report approximately 63 percent after manual vibration. No applied compressive stress is reported."
P333,panchal2020_filling_gas_pressure_range,Li2TiO3 transient hot-wire bed,"0.105-0.4",extracted,MPa_abs,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_experimental_envelope,"Abstract and conclusions report the absolute pressure range for helium and air."
P334,panchal2020_helium_ETC_correlation_0p4MPa,Li2TiO3 transient hot-wire bed,"k_eff=0.7888+0.0007*T_C;35<=T_C<=800",extracted,W/m/K,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_empirical_correlation,"Page 8 empirical correlation fitted to averaged measurements at 0.4 MPa helium."
P335,panchal2020_helium_ETC_correlation_0p3MPa,Li2TiO3 transient hot-wire bed,"k_eff=0.7766+0.0007*T_C;35<=T_C<=800",extracted,W/m/K,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_empirical_correlation,"Page 8 empirical correlation fitted to averaged measurements at 0.3 MPa helium."
P336,panchal2020_helium_ETC_correlation_0p2MPa,Li2TiO3 transient hot-wire bed,"k_eff=0.7686+0.0006*T_C;35<=T_C<=800",extracted,W/m/K,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_empirical_correlation,"Page 8 empirical correlation fitted to averaged measurements at 0.2 MPa helium."
P337,panchal2020_helium_ETC_correlation_0p105MPa,Li2TiO3 transient hot-wire bed,"k_eff=0.7394+0.0006*T_C;35<=T_C<=800",extracted,W/m/K,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_empirical_correlation,"Page 8 empirical correlation fitted to averaged measurements at 0.105 MPa helium."
P338,panchal2020_air_ETC_correlation,Li2TiO3 transient hot-wire bed,"k_eff=0.2784+0.0006*T_C;0.105<=p_air<=0.4;30<=T_C<=700",extracted,W/m/K,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_empirical_correlation,"Page 8 reports no clear air-pressure influence over the stated range and supplies one temperature correlation."
P339,panchal2020_temperature_support_by_gas,Li2TiO3 transient hot-wire bed,"helium:35-800;air:30-700",extracted,degC,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_experimental_envelope,"Page 8 states the validity ranges of the empirical correlations."
P340,panchal2020_helium_table_uncertainty_range,Li2TiO3 transient hot-wire bed,"1.44-1.69",extracted,percent,Measurement of effective thermal conductivity of lithium metatitanate pebble bed by transient hot-wire technique,https://doi.org/10.1016/j.fusengdes.2020.111718,published_measurement_uncertainty,"Tables 3-6 report pointwise uncertainty for 36 helium measurements; the minimum is 1.44 percent and the maximum is 1.69 percent."
P341,desu2019_ANN_Li2TiO3_Young_modulus,Li2TiO3 ANN/RN model pebble,90,conflicting_published,GPa,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_mechanical_property,"Table 1 visibly assigns 90 GPa to Lithium Metatitanate, conflicting with P318 from the same group one year later. Neither branch is silently selected as material truth."
P342,desu2019_ANN_Li4SiO4_Young_modulus,Li4SiO4 ANN/RN model pebble,200,conflicting_published,GPa,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_mechanical_property,"Table 1 visibly assigns 200 GPa to Lithium Orthosilicate; the 2020 TDEM paper assigns 90 GPa. This paired reversal is retained as a source conflict."
P343,desu2019_ANN_architecture,granular-bed ETC surrogate,"11 inputs; hidden layers 10/10/1; 1 output",extracted,neurons,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_algorithm_architecture,"Section 3.1.2 and Figure 7. This is a classical ANN baseline architecture, not an automatically adopted architecture for the present project."
P344,desu2019_ANN_random_data_split,granular-bed ETC surrogate,"60 training;20 testing;20 validation",extracted,percent,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_algorithm_protocol,"Section 3.1.2. The random split is retained only as a historical baseline; the present project requires physical holdouts."
P345,desu2019_DEM_initial_packing_fractions,periodic ceramic breeder RVE,"0.61/0.62/0.63/0.64",extracted,dimensionless,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_simulation_design,"Section 3.1.1 uses four initial packing fractions before uniaxial compression."
P346,desu2019_DEM_particle_count,periodic ceramic breeder RVE,5000,extracted,particles,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_model_discretization,"Section 3.1.1 uses a periodic RVE with 5000 monosized particles."
P347,desu2019_DEM_uniaxial_compression_limit,periodic ceramic breeder RVE,6,extracted,MPa,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_simulation_envelope,"Section 3.1.1 compresses the RVE uniaxially to 6 MPa."
P348,gan2010_Li4SiO4_friction_coefficient,Li4SiO4 mechanical DEM,0.1,author_assumed_unmeasured,dimensionless,Discrete element modelling of pebble beds: With application to uniaxial compression tests of ceramic breeder pebble beds,https://doi.org/10.1016/j.jmps.2009.10.009,published_model_assumption,"Section 4.1 explicitly states that 0.1 was selected because experimental friction data were lacking. It is not transferred to Li2TiO3 truth."
P349,gan2010_periodic_RCP_packing_fraction_groups,Li4SiO4 periodic RVE,"low:0.633-0.635;medium:0.637-0.639;high:0.640-0.644",extracted,dimensionless,Discrete element modelling of pebble beds: With application to uniaxial compression tests of ceramic breeder pebble beds,https://doi.org/10.1016/j.jmps.2009.10.009,published_simulation_design,"Section 4.1 uses the Jodrey-Tory algorithm and 5000 monodisperse particles. These are geometric support values, not Li2TiO3 material constants."
P350,gan2010_quasistatic_convergence_controls,Li4SiO4 periodic DEM,"dfmin=5e-4 N;a0=5e-4;K0=1e-12 J_per_particle_average;Zd=5e4 1/s;ZD=5e4 1/s",extracted,"N;dimensionless;J_per_particle_average;1/s",Discrete element modelling of pebble beds: With application to uniaxial compression tests of ceramic breeder pebble beds,https://doi.org/10.1016/j.jmps.2009.10.009,published_numerical_controls,"Table 1 and Eqs. 19-21. K is explicitly the average kinetic energy over N particles. The force criterion is max(dfmin,a0*fave); current open gates conservatively use dfmin alone until average contact force is exported."
P351,sharma2025_Li2TiO3_porosity_Young_modulus_relation,Li2TiO3 porous ceramic,"E_GPa=266.8*(1-epsilon)*(1-1.2*epsilon)^2;0.1<=epsilon<=0.3",extracted,GPa,Manufacturing Li2TiO3-based tritium breeder materials by volume-controlled spark plasma sintering,https://doi.org/10.1016/j.jeurceramsoc.2025.117297,published_empirical_relation,"Equation 7 as cited from Gierszewski et al. The porosity support is explicit; use outside 0.1-0.3 is forbidden."
P352,sharma2025_Li2TiO3_measured_elastic_modulus,Li2TiO3 nanocrystalline SPS pellets,"density79.6pct:193.6 plus/minus 4.1;density86.3pct:204.8 plus/minus 5.0",extracted,GPa,Manufacturing Li2TiO3-based tritium breeder materials by volume-controlled spark plasma sintering,https://doi.org/10.1016/j.jeurceramsoc.2025.117297,published_nanoindentation_result,"Table 2. These SPS nanocrystalline pellets provide independent plausibility support near 200 GPa but are not identical to the breeder pebble batches used by Desu or TESOMEX."
P353,he2023_Li2TiO3_cyclic_bed_test_envelope,Li2TiO3 pebble-bed cyclic compression,"diameter=0.47/0.99 mm;load=4/6/8 MPa",extracted,"mm;MPa",Experimental Study on Mechanical Characteristics of Li2TiO3 Pebble Beds Under Cyclic Loading,https://doi.org/10.1080/15361055.2023.2181045,published_experimental_envelope,"Abstract reports two pebble sizes and three cyclic load levels. Full numerical curves are not locally available and are not digitized or used as labels."
P354,openmc_pack_spheres_initial_packing_fraction,OpenMC random sphere packing algorithm,0.3,software_default,dimensionless,OpenMC 0.15.3 pack_spheres documentation,https://docs.openmc.org/en/stable/_modules/openmc/model/triso.html,published_software_default,"The official stable implementation uses 0.3 as the random-sequential initialization default before Jodrey-Tory close packing. It is a geometry-algorithm setting, not a material parameter."
P355,gan2010_explicit_stability_factor,periodic ceramic breeder DEM,0.4,extracted,dimensionless,Discrete element modelling of pebble beds: With application to uniaxial compression tests of ceramic breeder pebble beds,https://doi.org/10.1016/j.jmps.2009.10.009,published_numerical_control,"Section 2.1 sets f_t=0.4 in dt=2*f_t*sqrt(m_min/K_max) and reports a typical time step around 1e-7 s."
P356,moscardini2018_Boltzmann_constant,Smoluchowski mean-free-path equation,1.38e-23,extracted,J/K,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_equation_constant,"Equation 13 explicitly uses k_B=1.38e-23 J/K. It is recorded so the implementation contains no hidden numerical physical constant."
P357,moscardini2018_Li2TiO3_molar_mass,Li2TiO3 gas-solid accommodation model,109.76,extracted,g/mol,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_material_property,"Table 3 reports the Li2TiO3 molar mass used with the Goodman gas-solid thermal accommodation relation."
P358,gan2010_container_RCP_contraction_rate_range,random-close-packing algorithm,"1e-5 to 1e-3",extracted,dimensionless,Computer simulation of packing structure in pebble beds,https://doi.org/10.1016/j.fusengdes.2010.05.042,published_algorithm_envelope,"Section 3 varies the Jodrey-Tory contraction-rate parameter over this range for N=5000 periodic samples. This is an algorithm parameter, not a material property."
P359,gan2010_cylindrical_container_validation_geometry,rigid-wall mono-sized sphere bed,"d=2.3;D=48.9;H=46.3;N=8421;packing_fraction=0.617",extracted,"mm;particles;dimensionless",Computer simulation of packing structure in pebble beds,https://doi.org/10.1016/j.fusengdes.2010.05.042,published_container_validation_case,"Section 4 reports the non-compressed X-ray-tomography comparison geometry and computes N from the measured packing fraction and container volume."
P360,gan2010_cylindrical_container_contraction_rate,rigid-wall mono-sized sphere bed,3.5e-4,extracted,dimensionless,Computer simulation of packing structure in pebble beds,https://doi.org/10.1016/j.fusengdes.2010.05.042,published_container_validation_algorithm_parameter,"Section 4.2 reports that the 61.7 percent validation packing was obtained with contraction rate kappa=3.5e-4."
P361,gan2010_coordination_search_shell,rigid-wall mono-sized sphere bed,"delta=0.025;coordination_peak=7;coordination_range=2-12",extracted,dimensionless,Computer simulation of packing structure in pebble beds,https://doi.org/10.1016/j.fusengdes.2010.05.042,published_structure_validation_definition,"Section 4.2 states that exact hard-sphere RCP contacts are initially zero and defines neighbours using rS=(1+delta)r0 with delta=0.025; Figure 7 gives the reported distribution."
P362,gan2010_rigid_wall_overlap_rule,arbitrary pebble-bed container,"monitor wall overlap and shift the particle inward opposite to the surface normal",extracted,algorithm_rule,Computer simulation of packing structure in pebble beds,https://doi.org/10.1016/j.fusengdes.2010.05.042,published_container_algorithm,"Section 4.1 defines the rigid-wall modification as an additional step independent of the original worst particle-particle overlap removal."
P363,gan2010_container_validation_gravity_boundary,rigid-wall mono-sized sphere bed,"gravity absent; simulated vertical packing profile differs from experiment",extracted,limitation,Computer simulation of packing structure in pebble beds,https://doi.org/10.1016/j.fusengdes.2010.05.042,published_validation_limitation,"Section 4.2 explicitly attributes top-bottom asymmetry differences to the absence of gravity. Gravity-free container RCP must not be presented as a settled experimental bed."
P364,desu2020_figure3_initial_packing_fraction_and_conditions,Li2TiO3 periodic TDEM RVE,"initial_PF=0.611/0.621/0.631/0.636/0.642;T=25;d=1",extracted,"dimensionless;degC;mm",Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_figure_condition,"Figure 3 legend lists the five initial packing fractions; the caption specifies LMT in helium at 25 degC and 1 mm diameter. The caption prints 10^5 bar, which conflicts with the paper's own pressure envelope and Figure 9; P365 preserves the cross-figure pressure reconciliation."
P365,desu2020_figure3_pressure_cross_figure_reconciliation,Li2TiO3 periodic TDEM RVE,"printed_Fig3_caption=1e5_bar;Section3.1=1e5_Pa;Fig9_in_panel=1e5_Pa;adopted_for_regression=1e5_Pa",conflicting_published,Pa,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,cross_figure_unit_reconciliation,"The Figure 3 caption's 10^5 bar lies outside Table 2's 100 Pa-1 MPa range. Section 3.1 explicitly states 10^5 Pa for Figure 3 and Figure 9 independently labels P=10^5 Pa. Calculations therefore use the twice-supported 10^5 Pa condition while retaining the caption conflict in metadata."
P366,desu2020_helium_bulk_thermal_conductivity,stagnant helium in Li2TiO3 TDEM,"Kf=3.366e-3*T_K^0.668",extracted,W/m/K,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_property_correlation,"Table 3 gives the helium bulk thermal-conductivity correlation and states that T is in K. The expression is used exactly as printed; no coefficient is fitted."
P367,desu2020_helium_kinetic_molecular_diameter,stagnant helium in Li2TiO3 TDEM,2.15e-10,extracted,m,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_gas_property,"Table 3 gives the helium kinetic molecular diameter used by the Smoluchowski correction."
P368,desu2020_helium_molar_mass,stagnant helium in Li2TiO3 TDEM,4,extracted,g/mol,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_gas_property,"Table 3 gives the helium molar mass used by the gas-solid thermal accommodation relation. This rounded paper value is retained for exact model reproduction; it is separate from the NIST standard molar mass in P068."
P369,desu2020_Li2TiO3_solid_internal_porosity,Li2TiO3 model pebble,0.1,extracted,dimensionless,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_solid_property_branch,"Table 3 prints the LMT conductivity relation with 0.9 and 0.1 factors, corresponding to a fixed internal pebble porosity of 0.1. This is distinct from the approximately 0.08 branch in Moscardini 2018 P308."
P370,desu2020_Li2TiO3_solid_thermal_conductivity,Li2TiO3 model pebble,"[(1-p)/(1+(1.06-2.88e-4*T_K)*p)]*(4.77-5.11e-3*T_K+3.12e-6*T_K^2);p=0.1",extracted,W/m/K,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_property_correlation,"Table 3 LMT conductivity branch. T is in K and p is fixed by P369; no coefficient is fitted."
P371,desu2020_Li2TiO3_molar_mass,Li2TiO3 model pebble,109.76,extracted,g/mol,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_solid_property,"Table 3 gives the LMT molar mass used by the gas-solid thermal accommodation relation. It numerically agrees with P357 but preserves exact-paper provenance for Figure 3 regression."
P372,desu2019_gan2010_periodic_mechanical_boundary,5000-particle ceramic breeder RVE,"initial RCP periodic in x/y/z; uniaxial z cell strain; lateral periodic boundaries",extracted,boundary_contract,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_mechanical_boundary,"Figure 6 labels PBC in all directions. Section 3.1.1 applies uniaxial compression with periodic lateral boundaries. Gan and Kamlah 2010 Section 3.1 defines periodic-cell strain increments rather than rigid loading walls for the bulk RVE."
P373,desu2019_thermal_boundary_contract,periodic ceramic breeder RVE,"fixed temperature on top and bottom particle layers in loading direction; adiabatic/periodic lateral directions",extracted,boundary_contract,Artificial neural network-based prediction of effective thermal conductivity of a granular bed in a gaseous environment,https://doi.org/10.1007/s40571-019-00228-1,published_thermal_boundary,"Sections 2 and 3.1.1 define fixed temperatures in the loading direction and PBC/adiabatic conditions in the other two directions. The thermal network must not retain a z-periodic short circuit."
P374,gan2010_ceramic_pebble_friction_coefficient,Li4SiO4 periodic pebble RVE,0.1,extracted,dimensionless,Discrete element modelling of pebble beds: With application to uniaxial compression tests of ceramic breeder pebble beds,https://doi.org/10.1016/j.jmps.2009.10.004,published_structural_uncertainty_parameter,"Section 4 sets friction coefficient 0.1 because experimental data were unavailable and notes that friction/rolling resistance can jam the assembly. This value is not a Li2TiO3 material constant; it is admitted only as a cross-material mechanical-family stress test."
P375,tesomex_thermocouple_probe_count,TESOMEX ceramic breeder pebble-bed experiment,12,extracted,thermocouples,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_experimental_observation_design,"Dissertation Figure 4.13 and Section 4.2.3 state that 12 thermocouples are used to minimize packing and heat-transfer disturbance. This is an observation-budget source, not a current graph-node coordinate."
P376,tesomex_temperature_measurement_count,TESOMEX ceramic breeder pebble-bed experiment,40,extracted,temperature_measurements,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_experimental_observation_design,"Figure 4.13 prints '12 thermocouples -> 40 measurements'. It supports a sparse-observation budget but does not provide 40 machine-readable 3D coordinates."
P377,tesomex_secondary_measurement_plane_offset,TESOMEX ceramic breeder pebble-bed experiment,5,extracted,cm,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_experimental_observation_geometry,"Page 63 states that most temperature measurements lie on a central plane and that gravity/resettling is assessed on a second plane 5 cm above in the poloidal direction. The absolute module geometry must be supplied before transferring this offset."
P378,tesomex_symmetric_temperature_probe_rule,TESOMEX ceramic breeder pebble-bed experiment,"three symmetric pairs about radial, poloidal and toroidal axes",extracted,observation_geometry_rule,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_experimental_observation_geometry,"Page 62 and Figure 4.13 define the symmetry-check principle. The schematic is not digitized as exact coordinates because no numerical coordinate table is supplied."
P379,cheng2024_helium_purity,randomly packed fixed pebble-bed hydraulic experiment,99.99,extracted,percent,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_condition,"Section 2.2 reports helium purity of 99.99 percent. This hydraulic condition does not transfer the stainless-steel solid properties to Li2TiO3."
P380,cheng2024_pressure_test_inlet_pressure_range,randomly packed fixed pebble-bed hydraulic experiment,"0.1 to 0.2",extracted,MPa,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_condition,"Section 2.3 reports the controlled inlet-pressure range. The paper does not assign an exact inlet pressure to each Figure 6 point, so the range cannot be collapsed to a single value."
P381,cheng2024_pressure_test_bed_geometry,randomly packed fixed pebble-bed hydraulic experiment,"D=28;L=600;dp=1",extracted,mm,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_geometry,"Table 2 and Section 3.1 specify the 28 mm inner diameter, 600 mm bed length and 1 mm pebbles used for the reported axial pressure-loss points."
P382,cheng2024_pressure_test_packing_fraction,randomly packed fixed pebble-bed hydraulic experiment,0.627,extracted,dimensionless,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_structure,"Section 3.1 and Figure 6 report packing fraction 0.627 for the 28 mm bed with 1 mm pebbles; corresponding porosity is the deterministic complement 0.373."
P383,cheng2024_axial_pressure_points_u05,randomly packed fixed pebble-bed hydraulic experiment,"z_mm=150,550;deltaP_kPa=1.15,6.036;u=0.5",extracted,"mm;kPa;m/s",Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_points,"Section 3.1 prints the two axial pressure-loss values at superficial velocity 0.5 m/s. They support a measured spatial-gradient check without curve digitization."
P384,cheng2024_axial_pressure_points_u10,randomly packed fixed pebble-bed hydraulic experiment,"z_mm=150,350,550;deltaP_kPa=2.50,7.829,13.806;u=1.0",extracted,"mm;kPa;m/s",Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_points,"Section 3.1 prints three axial pressure-loss values at superficial velocity 1.0 m/s. They support a measured spatial-gradient and axial-linearity check without curve digitization."
P385,cheng2024_modified_ergun_constants,randomly packed fixed pebble-bed hydraulic experiment,"k1=147;k2=3",calibrated_published,dimensionless,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_fit,"Section 3.2 reports constants adjusted to the authors' experiment. They are retained as a same-source implementation-reproduction reference and must not be called independent validation."
P386,cheng2024_pressure_points_temperature_descriptor,randomly packed fixed pebble-bed hydraulic experiment,room temperature,extracted,descriptor,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_hydraulic_condition,"Section 2.2 identifies the pressure-drop measurements as room-temperature tests but does not give a point-level numerical temperature. No numerical room-temperature value may be invented for absolute-pressure prediction."
P387,cheng2024_pressure_test_solid_material,randomly packed fixed pebble-bed hydraulic experiment,304 stainless steel,extracted,material,Experimental Investigation on Pressure Drops of Purge Gas Helium in Packed Pebble Beds for Nuclear Fusion Blanket,https://doi.org/10.3390/en17061309,published_experimental_material_boundary,"Section 2.2 explicitly states that 304 stainless-steel pebbles were used instead of breeder ceramic or beryllium pebbles. The points are admitted only as an external fixed-bed helium hydraulic benchmark, not Li2TiO3 thermal validation."
P388,hccb_helium_specific_heat_capacity,Chinese HCCB TBM Li4SiO4 packed bed,5200,extracted,J/kg/K,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_material_property,"Table 2 gives helium Cp=5200 J kg-1 K-1 for the pore-scale and packed-bed calculations."
P389,hccb_helium_density_correlation,Chinese HCCB TBM Li4SiO4 packed bed,"rho_f=480.19*p_MPa/T_K",extracted,kg/m3,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_property_correlation,"Table 2 gives rho_f=480.19 p/T. The pressure argument is in MPa and temperature is in K, consistent with the reported 0.12 MPa working condition and helium density scale."
P390,hccb_reconstructed_packed_region_dimensions,Chinese HCCB TBM Li4SiO4 packed bed,"12.5dp x 12.5dp x 10dp; inlet channel=10dp; outlet extension=10dp",extracted,dimensionless_geometry,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_geometry,"Section 2.1 states that a 12.5dp x 12.5dp x 10dp portion is extracted and reconstructed with 10dp inlet and outlet channels. Figure 11 is plotted on X=6.25dp, so the benchmark flow direction is the 10dp dimension."
P391,hccb_pore_scale_u020_T700_reference,Chinese HCCB TBM Li4SiO4 packed bed,"u_in=0.20;T_in=700;deltaP=87;Tmax=897",extracted,"m/s;K;Pa;K",Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_pore_scale_reference,"Figure 11 caption and Section 4.1 report the pore-scale case at u_in=0.20 m/s and T_in=700 K, with a pressure drop of 87 Pa and maximum temperature of 897 K."
P392,hccb_thermal_boundary_contract,Chinese HCCB TBM Li4SiO4 packed bed,"one cooling wall T=635 K from packed bed through outlet; its inlet-channel continuation T=T_in; remaining transverse faces=symmetry",extracted,boundary_contract,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_boundary_condition,"Section 2.2 states that the cooling wall is fixed at 635 K from the packed bed to the outlet channel, while its inlet-channel continuation is set to the helium inlet temperature. Figure 5 and the companion CET 2024 Figure 2 identify the remaining transverse faces as symmetry boundaries."
P393,li2tio3_unitary_pressure_cases,Li2TiO3 purge-flow pressure drop cases,"T0:dp=0.99+/-0.1 mm,PF=0.615,T=20 degC,p=100-300 kPa;T1:dp=1.2+/-0.2 mm,PF=0.597,T=22 degC,p=100-300 kPa",extracted,mixed,Measurement of pressure drop of purge gas flow in unitary and binary pebble beds,https://doi.org/10.1016/j.fusengdes.2024.114434,published_experimental_conditions,"Table 2 reports the two Li2TiO3 unitary-bed cases. The nominal diameters are used for the deterministic correlation reproduction; diameter uncertainties remain explicit experimental support."
P394,li2tio3_unitary_friction_factor_fits,Li2TiO3 purge-flow pressure drop cases,"T0 and G5 at PF about 0.615:f_E=171/Re_E+1.95;T1 and G5#2 at PF about 0.60:f_E=164/Re_E+1.95",calibrated_published,dimensionless,Measurement of pressure drop of purge gas flow in unitary and binary pebble beds,https://doi.org/10.1016/j.fusengdes.2024.114434,published_same_source_fit,"Section 3.1 and Figures 6-7 report the two fitted lines. They are used only to reproduce the published correlation coefficients, not as an independent validation set."
P395,li2tio3_pressure_measurement_uncertainty,purge gas pressure-drop experiment,"pressure transmitters=0.1%;mass flow controllers=1%",extracted,percent,Measurement of pressure drop of purge gas flow in unitary and binary pebble beds,https://doi.org/10.1016/j.fusengdes.2024.114434,published_instrument_uncertainty,"Section 2 reports the pressure-transmitter and mass-flow-controller errors. These are measurement metadata and are not converted into artificial training noise."
P396,li2tio3_unitary_correlation_reported_error,Li2TiO3 purge-flow pressure drop cases,most experimental comparisons below 5%,extracted,reported_validation_boundary,Measurement of pressure drop of purge gas flow in unitary and binary pebble beds,https://doi.org/10.1016/j.fusengdes.2024.114434,published_validation_statement,"Section 3.1 states that Eq. 10 gives errors below 5 percent for most T0/T1 experimental data. Raw point coordinates are not tabulated, so this statement is retained as a source-reported boundary rather than re-created pointwise validation."
P397,low_re_particle_gas_nusselt_correlation,packed spherical-particle bed,"Nu=(7-10*epsilon+5*epsilon^2)*(1+0.1*Re^0.2*Pr^(1/3))+(1.33-2.19*epsilon+1.15*epsilon^2)*Re^0.7*Pr^(1/3);0<Re<100",extracted,dimensionless,A novel DEM-based pore-scale thermal-hydro-mechanical model for fractured non-saturated porous materials,https://doi.org/10.1007/s11440-022-01746-8,published_low_Re_interphase_closure,"Equation 43 gives the porosity-dependent particle-fluid Nusselt relation and states the 0<Re<100 branch. It is admitted only as a cross-source low-Re coupling closure; it is not a Li2TiO3 breeder-bed calibration."
